,datetime,open,high,low,close,count_buy,count_sell,size,delta,position,side
268,2022-05-22 22:20:00,30205.5,30499.0,30205.5,30370.0,8342,3348,2701.907,4994,1.0,1
269,2022-05-22 22:25:00,30369.5,30370.0,30227.5,30253.0,1037,1721,604.793,-684,0.0,0
270,2022-05-22 22:30:00,30253.0,30349.0,30253.0,30299.0,1124,937,643.838,187,0.0,0
271,2022-05-22 22:35:00,30300.0,30350.0,30249.0,30308.5,863,895,413.519,-32,0.0,0
272,2022-05-22 22:40:00,30309.0,30330.0,30285.0,30289.5,465,651,298.009,-186,0.0,0
273,2022-05-22 22:45:00,30289.5,30325.0,30254.5,30318.5,423,503,206.938,-80,0.0,0
274,2022-05-22 22:50:00,30318.5,30335.0,30290.0,30290.5,324,397,192.834,-73,0.0,0
275,2022-05-22 22:55:00,30290.0,30290.5,30228.5,30255.0,462,812,246.134,-350,0.0,0
276,2022-05-22 23:00:00,30255.0,30413.0,30255.0,30389.5,1879,615,544.815,1264,0.0,0
277,2022-05-22 23:05:00,30389.0,30424.0,30359.0,30402.5,832,850,423.481,-18,0.0,0
278,2022-05-22 23:10:00,30402.0,30412.5,30367.0,30383.0,386,680,223.354,-294,0.0,0
279,2022-05-22 23:15:00,30383.0,30400.0,30334.5,30385.0,544,676,245.459,-132,0.0,0
280,2022-05-22 23:20:00,30385.5,30388.5,30347.5,30375.5,411,440,166.021,-29,0.0,0
281,2022-05-22 23:25:00,30375.0,30478.0,30362.0,30369.5,1553,1222,646.206,331,0.0,0
282,2022-05-22 23:30:00,30369.5,30395.5,30322.5,30325.0,530,1000,377.313,-470,0.0,0
283,2022-05-22 23:35:00,30325.5,30353.0,30321.5,30347.0,543,413,178.826,130,0.0,0
284,2022-05-22 23:40:00,30347.5,30362.5,30325.5,30333.0,252,368,153.391,-116,0.0,0
285,2022-05-22 23:45:00,30333.5,30355.0,30333.0,30340.5,265,323,127.543,-58,0.0,0
286,2022-05-22 23:50:00,30340.5,30353.5,30331.0,30343.0,197,242,107.282,-45,0.0,0
287,2022-05-22 23:55:00,30343.0,30359.5,30250.0,30269.5,451,1279,511.467,-828,0.0,0
288,2022-05-23 00:00:00,30269.5,30270.0,30168.0,30267.0,1220,1871,748.699,-651,0.0,0
289,2022-05-23 00:05:00,30267.0,30398.0,30252.0,30372.5,1408,783,564.259,625,0.0,0
290,2022-05-23 00:10:00,30372.5,30384.5,30300.5,30367.5,677,562,326.734,115,0.0,0
291,2022-05-23 00:15:00,30368.0,30445.0,30326.0,30400.5,954,690,352.226,264,0.0,0
292,2022-05-23 00:20:00,30400.0,30402.5,30265.0,30280.0,511,1009,354.086,-498,0.0,0
293,2022-05-23 00:25:00,30280.5,30280.5,30194.0,30208.0,633,1163,497.107,-530,0.0,0
294,2022-05-23 00:30:00,30208.0,30238.5,30195.5,30227.5,499,458,235.816,41,0.0,0
295,2022-05-23 00:35:00,30227.0,30275.5,30219.5,30240.5,594,623,242.48,-29,0.0,0
296,2022-05-23 00:40:00,30240.5,30293.5,30240.5,30270.5,394,411,135.556,-17,0.0,0
297,2022-05-23 00:45:00,30270.5,30307.0,30235.5,30300.0,699,427,243.243,272,0.0,0
298,2022-05-23 00:50:00,30300.0,30300.0,30256.0,30275.5,154,273,83.775,-119,0.0,0
299,2022-05-23 00:55:00,30275.0,30299.0,30267.5,30268.0,155,207,54.394,-52,0.0,0
300,2022-05-23 01:00:00,30268.0,30268.5,30220.0,30220.0,157,499,157.222,-342,0.0,0
301,2022-05-23 01:05:00,30220.0,30224.0,30177.0,30224.0,474,672,287.489,-198,0.0,0
302,2022-05-23 01:10:00,30224.0,30233.0,30189.0,30206.0,233,362,163.242,-129,0.0,0
303,2022-05-23 01:15:00,30206.0,30215.0,30161.5,30178.0,352,776,249.537,-424,0.0,0
304,2022-05-23 01:20:00,30178.0,30203.0,30163.0,30194.5,648,247,193.425,401,0.0,0
305,2022-05-23 01:25:00,30194.0,30222.5,30182.0,30222.5,346,129,92.052,217,0.0,0
306,2022-05-23 01:30:00,30222.0,30233.0,30186.5,30216.0,322,440,202.701,-118,0.0,0
307,2022-05-23 01:35:00,30216.0,30230.0,30201.5,30217.0,195,237,76.019,-42,0.0,0
308,2022-05-23 01:40:00,30217.0,30217.0,30145.5,30178.5,315,719,184.015,-404,0.0,0
309,2022-05-23 01:45:00,30178.5,30207.5,30171.0,30207.0,364,126,116.027,238,0.0,0
310,2022-05-23 01:50:00,30207.5,30208.5,30176.0,30199.0,224,355,160.71,-131,0.0,0
311,2022-05-23 01:55:00,30199.5,30205.0,30170.0,30195.0,228,263,82.181,-35,0.0,0
312,2022-05-23 02:00:00,30196.0,30196.5,30123.5,30125.0,348,855,229.635,-507,0.0,0
313,2022-05-23 02:05:00,30125.5,30145.0,30088.5,30100.0,568,1233,387.961,-665,0.0,0
314,2022-05-23 02:10:00,30100.0,30140.0,30069.0,30077.0,629,732,263.071,-103,0.0,0
315,2022-05-23 02:15:00,30077.0,30109.5,30065.0,30100.5,551,450,223.804,101,0.0,0
316,2022-05-23 02:20:00,30100.5,30133.5,30086.5,30131.0,501,213,137.796,288,0.0,0
317,2022-05-23 02:25:00,30131.0,30138.0,30087.0,30088.5,304,326,112.308,-22,0.0,0
318,2022-05-23 02:30:00,30089.0,30107.5,30035.5,30056.0,721,977,422.318,-256,0.0,0
319,2022-05-23 02:35:00,30056.5,30099.5,30053.0,30089.5,381,255,131.547,126,0.0,0
320,2022-05-23 02:40:00,30089.5,30111.0,30070.5,30092.5,308,374,187.956,-66,0.0,0
321,2022-05-23 02:45:00,30092.5,30119.5,30092.0,30118.5,399,192,142.602,207,0.0,0
322,2022-05-23 02:50:00,30118.5,30120.0,30097.5,30119.5,314,196,137.265,118,0.0,0
323,2022-05-23 02:55:00,30120.0,30141.5,30120.0,30125.0,539,329,269.254,210,0.0,0
324,2022-05-23 03:00:00,30125.0,30160.0,30125.0,30155.0,623,295,235.408,328,0.0,0
325,2022-05-23 03:05:00,30155.0,30192.5,30155.0,30171.5,598,308,183.277,290,0.0,0
326,2022-05-23 03:10:00,30171.5,30199.5,30168.0,30175.5,382,454,158.534,-72,0.0,0
327,2022-05-23 03:15:00,30175.0,30183.0,30130.0,30150.0,280,533,145.938,-253,0.0,0
328,2022-05-23 03:20:00,30150.0,30154.0,30129.0,30129.0,119,296,50.196,-177,0.0,0
329,2022-05-23 03:25:00,30129.0,30129.5,30075.5,30110.5,388,692,328.098,-304,0.0,0
330,2022-05-23 03:30:00,30110.5,30148.0,30110.0,30140.0,283,166,75.927,117,0.0,0
331,2022-05-23 03:35:00,30140.0,30140.0,30093.5,30120.0,182,364,77.115,-182,0.0,0
332,2022-05-23 03:40:00,30120.0,30139.5,30110.0,30139.0,199,140,58.835,59,0.0,0
333,2022-05-23 03:45:00,30139.0,30156.0,30121.0,30156.0,284,129,53.049,155,0.0,0
334,2022-05-23 03:50:00,30156.0,30177.5,30151.5,30168.0,302,253,124.03,49,0.0,0
335,2022-05-23 03:55:00,30167.5,30167.5,30146.5,30163.5,116,246,49.554,-130,0.0,0
336,2022-05-23 04:00:00,30163.0,30199.0,30141.5,30193.5,586,240,138.107,346,0.0,0
337,2022-05-23 04:05:00,30193.5,30221.0,30187.5,30199.5,673,425,335.409,248,0.0,0
338,2022-05-23 04:10:00,30199.5,30220.0,30178.5,30185.0,317,505,231.897,-188,0.0,0
339,2022-05-23 04:15:00,30185.0,30231.5,30185.0,30231.0,575,194,205.71,381,0.0,0
340,2022-05-23 04:20:00,30231.0,30231.5,30185.5,30210.5,255,287,85.522,-32,0.0,0
341,2022-05-23 04:25:00,30210.0,30215.5,30196.0,30196.5,182,238,68.742,-56,0.0,0
342,2022-05-23 04:30:00,30197.0,30234.5,30190.5,30191.0,317,302,111.868,15,0.0,0
343,2022-05-23 04:35:00,30191.0,30207.5,30177.0,30177.0,211,315,129.181,-104,0.0,0
344,2022-05-23 04:40:00,30177.0,30177.0,30148.5,30164.5,261,436,139.564,-175,0.0,0
345,2022-05-23 04:45:00,30164.5,30169.0,30155.0,30155.0,126,131,46.208,-5,0.0,0
346,2022-05-23 04:50:00,30155.0,30159.0,30107.0,30120.5,340,801,334.72,-461,0.0,0
347,2022-05-23 04:55:00,30120.0,30122.0,30103.5,30117.0,222,303,99.932,-81,0.0,0
348,2022-05-23 05:00:00,30117.0,30140.0,30100.0,30138.5,380,420,128.534,-40,0.0,0
349,2022-05-23 05:05:00,30138.5,30150.0,30117.0,30147.0,330,204,98.629,126,0.0,0
350,2022-05-23 05:10:00,30146.5,30151.0,30141.5,30149.5,164,157,88.035,7,0.0,0
351,2022-05-23 05:15:00,30150.0,30170.0,30140.0,30158.0,246,170,98.287,76,0.0,0
352,2022-05-23 05:20:00,30158.0,30189.0,30158.0,30187.5,274,223,75.158,51,0.0,0
353,2022-05-23 05:25:00,30187.5,30195.0,30181.0,30182.0,290,233,191.862,57,0.0,0
354,2022-05-23 05:30:00,30181.5,30190.0,30150.5,30179.0,202,313,122.553,-111,0.0,0
355,2022-05-23 05:35:00,30179.0,30190.5,30165.0,30165.5,260,180,150.372,80,0.0,0
356,2022-05-23 05:40:00,30165.5,30188.0,30144.0,30188.0,238,169,67.624,69,0.0,0
357,2022-05-23 05:45:00,30187.5,30267.0,30187.5,30259.5,1342,456,459.344,886,0.0,0
358,2022-05-23 05:50:00,30260.0,30299.0,30238.5,30250.5,1003,676,422.984,327,0.0,0
359,2022-05-23 05:55:00,30250.5,30320.5,30240.0,30290.0,1212,791,504.397,421,0.0,0
360,2022-05-23 06:00:00,30290.0,30353.5,30279.0,30347.5,1453,750,507.287,703,0.0,0
361,2022-05-23 06:05:00,30347.5,30378.0,30322.5,30377.5,961,693,328.919,268,0.0,0
362,2022-05-23 06:10:00,30378.0,30383.0,30329.5,30369.5,732,1006,517.813,-274,0.0,0
363,2022-05-23 06:15:00,30369.5,30435.0,30352.5,30373.0,1624,1146,692.801,478,0.0,0
364,2022-05-23 06:20:00,30373.0,30479.0,30373.0,30468.5,2374,1302,918.386,1072,0.0,0
365,2022-05-23 06:25:00,30469.0,30469.0,30370.0,30379.5,502,1256,363.805,-754,0.0,0
366,2022-05-23 06:30:00,30379.0,30455.0,30365.0,30409.5,905,704,277.614,201,0.0,0
367,2022-05-23 06:35:00,30409.0,30473.0,30409.0,30467.0,942,840,315.865,102,0.0,0
368,2022-05-23 06:40:00,30467.0,30654.5,30463.5,30553.0,8468,3552,3134.111,4916,0.0,0
369,2022-05-23 06:45:00,30553.0,30553.0,30488.0,30515.5,938,1716,597.107,-778,0.0,0
370,2022-05-23 06:50:00,30515.5,30516.0,30453.0,30469.5,785,1361,696.497,-576,0.0,0
371,2022-05-23 06:55:00,30469.5,30494.5,30462.5,30477.0,528,428,223.425,100,0.0,0
372,2022-05-23 07:00:00,30476.5,30492.0,30446.5,30446.5,374,890,480.041,-516,0.0,0
373,2022-05-23 07:05:00,30446.5,30454.0,30400.0,30453.5,887,1403,603.4,-516,0.0,0
374,2022-05-23 07:10:00,30454.0,30480.0,30412.0,30468.5,699,577,267.407,122,0.0,0
375,2022-05-23 07:15:00,30468.5,30514.0,30468.0,30495.5,1027,632,316.059,395,0.0,0
376,2022-05-23 07:20:00,30495.0,30573.0,30489.5,30553.5,1554,706,518.228,848,0.0,0
377,2022-05-23 07:25:00,30553.5,30646.5,30553.5,30573.5,2454,2031,889.755,423,0.0,0
378,2022-05-23 07:30:00,30573.0,30624.5,30521.5,30572.0,1369,1341,609.135,28,0.0,0
379,2022-05-23 07:35:00,30572.0,30592.0,30548.0,30570.5,626,718,202.925,-92,0.0,0
380,2022-05-23 07:40:00,30571.0,30571.0,30477.0,30489.5,651,1394,450.083,-743,0.0,0
381,2022-05-23 07:45:00,30489.0,30494.0,30450.0,30482.0,728,803,361.168,-75,0.0,0
382,2022-05-23 07:50:00,30482.5,30499.0,30450.0,30458.0,492,542,183.808,-50,0.0,0
383,2022-05-23 07:55:00,30458.0,30459.0,30436.0,30440.0,368,548,99.748,-180,0.0,0
384,2022-05-23 08:00:00,30440.0,30470.0,30425.5,30447.5,899,979,325.958,-80,0.0,0
385,2022-05-23 08:05:00,30448.0,30505.0,30447.5,30475.5,730,282,138.7,448,0.0,0
386,2022-05-23 08:10:00,30475.0,30490.0,30402.0,30424.5,566,1152,477.579,-586,0.0,0
387,2022-05-23 08:15:00,30424.5,30424.5,30337.0,30355.5,944,2120,706.652,-1176,0.0,0
388,2022-05-23 08:20:00,30355.5,30403.0,30355.5,30399.5,891,612,313.163,279,0.0,0
389,2022-05-23 08:25:00,30399.5,30427.0,30399.5,30400.0,534,507,165.074,27,0.0,0
390,2022-05-23 08:30:00,30400.0,30408.5,30324.0,30330.0,290,955,306.779,-665,0.0,0
391,2022-05-23 08:35:00,30329.5,30350.0,30294.0,30343.5,1221,1358,709.105,-137,0.0,0
392,2022-05-23 08:40:00,30338.0,30351.5,30296.0,30320.0,541,715,231.052,-174,0.0,0
393,2022-05-23 08:45:00,30319.5,30345.0,30275.0,30336.5,834,811,348.544,23,0.0,0
394,2022-05-23 08:50:00,30336.5,30355.0,30316.0,30340.0,603,487,195.266,116,0.0,0
395,2022-05-23 08:55:00,30340.0,30358.0,30334.0,30345.5,446,329,136.739,117,0.0,0
396,2022-05-23 09:00:00,30345.0,30358.0,30310.0,30347.0,418,730,242.97,-312,0.0,0
397,2022-05-23 09:05:00,30347.5,30348.0,30306.0,30328.0,628,333,174.947,295,0.0,0
398,2022-05-23 09:10:00,30328.5,30348.5,30305.0,30348.5,615,368,200.348,247,0.0,0
399,2022-05-23 09:15:00,30348.0,30348.5,30305.5,30322.0,453,442,163.306,11,0.0,0
400,2022-05-23 09:20:00,30322.0,30340.0,30312.5,30335.5,289,280,89.61,9,0.0,0
401,2022-05-23 09:25:00,30335.5,30360.0,30318.5,30360.0,499,403,205.899,96,0.0,0
402,2022-05-23 09:30:00,30360.0,30434.5,30360.0,30400.5,1990,1117,770.747,873,0.0,0
403,2022-05-23 09:35:00,30400.0,30465.5,30400.0,30430.0,1047,736,503.612,311,0.0,0
404,2022-05-23 09:40:00,30430.0,30430.0,30379.5,30384.0,342,706,176.901,-364,0.0,0
405,2022-05-23 09:45:00,30384.5,30416.5,30363.0,30416.0,640,551,237.545,89,0.0,0
406,2022-05-23 09:50:00,30416.0,30500.0,30416.0,30486.0,1772,874,711.792,898,0.0,0
407,2022-05-23 09:55:00,30486.0,30486.0,30424.5,30434.5,448,632,215.674,-184,0.0,0
408,2022-05-23 10:00:00,30434.0,30453.0,30420.0,30450.5,322,439,103.292,-117,0.0,0
409,2022-05-23 10:05:00,30450.5,30489.0,30450.0,30486.0,524,471,167.843,53,0.0,0
410,2022-05-23 10:10:00,30486.0,30553.0,30456.0,30508.5,1808,1207,745.972,601,0.0,0
411,2022-05-23 10:15:00,30508.0,30520.5,30465.0,30465.5,469,708,318.443,-239,0.0,0
412,2022-05-23 10:20:00,30465.0,30493.5,30420.0,30454.0,571,828,355.331,-257,0.0,0
413,2022-05-23 10:25:00,30454.0,30484.0,30428.5,30466.5,439,312,83.934,127,0.0,0
414,2022-05-23 10:30:00,30467.0,30489.0,30420.0,30420.5,273,789,169.566,-516,0.0,0
415,2022-05-23 10:35:00,30420.0,30439.0,30403.5,30426.5,392,621,179.335,-229,0.0,0
416,2022-05-23 10:40:00,30426.0,30457.5,30411.5,30457.0,612,293,146.515,319,0.0,0
417,2022-05-23 10:45:00,30457.5,30500.0,30447.5,30475.5,760,407,213.239,353,0.0,0
418,2022-05-23 10:50:00,30476.0,30476.0,30403.0,30435.0,372,681,193.533,-309,0.0,0
419,2022-05-23 10:55:00,30434.5,30483.0,30421.0,30475.0,493,376,129.792,117,0.0,0
420,2022-05-23 11:00:00,30475.0,30535.5,30461.5,30506.5,963,618,380.597,345,0.0,0
421,2022-05-23 11:05:00,30506.5,30536.5,30499.5,30525.5,562,598,265.6,-36,0.0,0
