,datetime,open,high,low,close,count_buy,count_sell,size,delta,position,side
34200,2022-05-22 09:30:00,29568.5,29568.5,29568.5,29568.5,19,0,4.139,19,1.0,1
34201,2022-05-22 09:30:01,29568.5,29568.5,29568.5,29568.5,2,0,0.627,2,0.0,0
34202,2022-05-22 09:30:02,29568.5,29568.5,29568.5,29568.5,9,0,1.999,9,0.0,0
34203,2022-05-22 09:30:03,29568.5,29568.5,29568.5,29568.5,2,0,0.12,2,0.0,0
34204,2022-05-22 09:30:04,29568.5,29568.5,29568.5,29568.5,8,0,0.23,8,0.0,0
34205,2022-05-22 09:30:05,29568.5,29568.5,29568.5,29568.5,2,0,0.5,2,0.0,0
34206,2022-05-22 09:30:06,29568.5,29568.5,29568.5,29568.5,1,0,0.576,1,0.0,0
34207,2022-05-22 09:30:07,29568.5,29568.5,29568.5,29568.5,4,0,2.593,4,0.0,0
34208,2022-05-22 09:30:08,29568.5,29568.5,29568.5,29568.5,8,0,0.751,8,0.0,0
34209,2022-05-22 09:30:09,29568.5,29568.5,29568.5,29568.5,4,0,0.255,4,0.0,0
34210,2022-05-22 09:30:10,29568.5,29568.5,29568.0,29568.5,6,1,0.257,5,0.0,0
34211,2022-05-22 09:30:11,29568.5,29568.5,29568.0,29568.0,14,1,7.63,13,0.0,0
34212,2022-05-22 09:30:12,,,,,0,0,0.0,0,0.0,0
34213,2022-05-22 09:30:13,29568.5,29568.5,29568.0,29568.0,1,1,0.077,0,0.0,0
34214,2022-05-22 09:30:14,,,,,0,0,0.0,0,0.0,0
34215,2022-05-22 09:30:15,,,,,0,0,0.0,0,0.0,0
34216,2022-05-22 09:30:16,29568.5,29568.5,29568.5,29568.5,1,0,0.01,1,0.0,0
34217,2022-05-22 09:30:17,29568.5,29568.5,29568.0,29568.0,1,3,0.217,-2,0.0,0
34218,2022-05-22 09:30:18,29568.5,29568.5,29568.5,29568.5,1,0,0.006,1,0.0,0
34219,2022-05-22 09:30:19,29568.5,29568.5,29568.5,29568.5,3,0,0.12,3,0.0,0
34220,2022-05-22 09:30:20,,,,,0,0,0.0,0,0.0,0
34221,2022-05-22 09:30:21,29568.0,29568.0,29568.0,29568.0,0,1,0.001,-1,0.0,0
34222,2022-05-22 09:30:22,,,,,0,0,0.0,0,0.0,0
34223,2022-05-22 09:30:23,29568.5,29568.5,29568.0,29568.0,1,15,12.086,-14,0.0,0
34224,2022-05-22 09:30:24,,,,,0,0,0.0,0,0.0,0
34225,2022-05-22 09:30:25,29568.5,29568.5,29568.5,29568.5,3,0,0.155,3,0.0,0
34226,2022-05-22 09:30:26,,,,,0,0,0.0,0,0.0,0
34227,2022-05-22 09:30:27,29568.5,29568.5,29568.5,29568.5,3,0,0.014,3,0.0,0
34228,2022-05-22 09:30:28,29568.0,29568.0,29568.0,29568.0,0,1,0.003,-1,0.0,0
34229,2022-05-22 09:30:29,29568.5,29568.5,29568.5,29568.5,1,0,0.009,1,0.0,0
34230,2022-05-22 09:30:30,,,,,0,0,0.0,0,0.0,0
34231,2022-05-22 09:30:31,29568.0,29568.5,29568.0,29568.0,2,3,0.387,-1,0.0,0
34232,2022-05-22 09:30:32,29568.0,29568.0,29568.0,29568.0,0,2,0.53,-2,0.0,0
34233,2022-05-22 09:30:33,,,,,0,0,0.0,0,0.0,0
34234,2022-05-22 09:30:34,29568.0,29568.0,29568.0,29568.0,0,1,0.184,-1,0.0,0
34235,2022-05-22 09:30:35,29568.0,29568.0,29568.0,29568.0,0,1,0.05,-1,0.0,0
34236,2022-05-22 09:30:36,,,,,0,0,0.0,0,0.0,0
34237,2022-05-22 09:30:37,,,,,0,0,0.0,0,0.0,0
34238,2022-05-22 09:30:38,29568.0,29568.0,29567.5,29567.5,0,21,1.994,-21,0.0,0
34239,2022-05-22 09:30:39,29567.5,29567.5,29567.5,29567.5,0,1,0.2,-1,0.0,0
34240,2022-05-22 09:30:40,,,,,0,0,0.0,0,0.0,0
34241,2022-05-22 09:30:41,29567.5,29567.5,29567.5,29567.5,0,1,0.016,-1,0.0,0
34242,2022-05-22 09:30:42,29567.5,29567.5,29567.5,29567.5,0,2,0.579,-2,0.0,0
34243,2022-05-22 09:30:43,29567.5,29567.5,29567.5,29567.5,0,1,0.005,-1,0.0,0
34244,2022-05-22 09:30:44,,,,,0,0,0.0,0,0.0,0
